cell_type,rank,peak_feature,peak_idx,distance,omega_j,adj_score
Memory_CD8_T_Cells,15,chr21_47845508_47846008,544564,7.745512008666992,2.6581270694732666,5.087385177612305
Memory_CD8_T_Cells,16,chr4_105859727_105860227,155091,4.245903491973877,-0.8432419896125793,5.089145660400391
Memory_CD8_T_Cells,17,chr6_80412427_80412927,213280,3.562704563140869,-1.532516598701477,5.095221042633057
Memory_CD8_T_Cells,18,chr1_65342813_65343313,19517,6.30963659286499,1.2136518955230713,5.09598445892334
Memory_CD8_T_Cells,19,chr4_4350318_4350818,140923,7.338508605957031,2.231884717941284,5.106623649597168
Memory_CD8_T_Cells,20,chr9_130827079_130827579,304287,4.486339092254639,-0.6227361559867859,5.10907506942749
Memory_CD8_T_Cells,21,chr1_200499951_200500451,42085,5.275756359100342,0.16129150986671448,5.11446475982666
Memory_CD8_T_Cells,22,chr12_10547128_10547628,369131,6.764245510101318,1.6380623579025269,5.126183032989502
Memory_CD8_T_Cells,23,chr20_52004766_52005266,534693,3.8969321250915527,-1.2293251752853394,5.126257419586182
Memory_CD8_T_Cells,24,chr6_137857444_137857944,222262,6.72767448425293,1.5884146690368652,5.1392598152160645
Memory_CD8_T_Cells,25,chr6_128255568_128256068,220106,6.897024631500244,1.757639765739441,5.139384746551514
Memory_CD8_T_Cells,26,chr16_27474906_27475406,451894,6.679606914520264,1.5385791063308716,5.141027927398682
Memory_CD8_T_Cells,27,chr2_87020799_87021299,71784,6.562288761138916,1.420703649520874,5.141585350036621
Memory_CD8_T_Cells,28,chr2_87013156_87013656,71774,7.387136459350586,2.244100570678711,5.143035888671875
Memory_CD8_T_Cells,29,chr4_169432827_169433327,162750,4.924393177032471,-0.22010508179664612,5.144498348236084
Memory_CD8_T_Cells,30,chr12_10706667_10707167,369169,7.086170196533203,1.9328656196594238,5.153304576873779
Memory_CD8_T_Cells,31,chr10_14640926_14641426,312791,6.001767635345459,0.8468877077102661,5.154880046844482
Memory_CD8_T_Cells,32,chr8_53695558_53696058,268948,6.35444450378418,1.1968735456466675,5.157570838928223
Memory_CD8_T_Cells,33,chr22_40721228_40721728,553139,6.30306339263916,1.1397486925125122,5.1633148193359375
Memory_CD8_T_Cells,34,chr12_133449376_133449876,394213,3.5841903686523438,-1.5810205936431885,5.165210723876953
Memory_CD8_T_Cells,35,chr6_130505030_130505530,220484,6.845208168029785,1.6744226217269897,5.170785427093506
Memory_CD8_T_Cells,36,chr5_54392674_54393174,171686,6.553065299987793,1.372792363166809,5.180273056030273
Memory_CD8_T_Cells,37,chr19_33285357_33285857,513308,6.0487961769104,0.8676584362983704,5.181137561798096
Memory_CD8_T_Cells,38,chr16_57057474_57057974,455803,6.356477737426758,1.1724447011947632,5.184032917022705
Memory_CD8_T_Cells,39,chr10_89953746_89954246,326351,6.917155742645264,1.7327439785003662,5.184412002563477
Memory_CD8_T_Cells,40,chr10_28883288_28883788,315533,5.136599063873291,-0.05457131564617157,5.1911702156066895
Memory_CD8_T_Cells,41,chr17_64327168_64327668,482982,5.161307334899902,-0.031444258987903595,5.192751407623291
Memory_CD8_T_Cells,42,chr3_101185708_101186208,119842,4.979269981384277,-0.21422246098518372,5.193492412567139
Memory_CD8_T_Cells,43,chr3_183067891_183068391,134816,5.900816440582275,0.7041233777999878,5.196692943572998
Memory_CD8_T_Cells,44,chr9_16179499_16179999,287517,3.2527692317962646,-1.9476319551467896,5.200401306152344
Memory_CD8_T_Cells,45,chr13_74804983_74805483,403143,4.912947654724121,-0.2932928800582886,5.206240653991699
Memory_CD8_T_Cells,46,chr5_180116308_180116808,195429,5.018216133117676,-0.19058799743652344,5.208804130554199
Memory_CD8_T_Cells,47,chrX_123870674_123871174,568298,5.3533220291137695,0.14214274287223816,5.211179256439209
Memory_CD8_T_Cells,48,chr9_21576504_21577004,288338,4.728399753570557,-0.4831653833389282,5.211565017700195
Memory_CD8_T_Cells,49,chr2_131768135_131768635,79796,4.855214595794678,-0.36021187901496887,5.215426445007324
Memory_CD8_T_Cells,50,chr9_5178371_5178871,286271,5.359089374542236,0.14318549633026123,5.2159037590026855
Monocytes,1,chr9_35538600_35539100,290173,4.601451873779297,-0.7724506258964539,5.373902320861816
Monocytes,2,chr5_53966857_53967357,171560,5.676682949066162,0.26877978444099426,5.40790319442749
Monocytes,3,chr4_680984_681484,139185,4.5072712898254395,-0.9268332123756409,5.4341044425964355
Monocytes,4,chr2_112428972_112429472,76393,5.293655872344971,-0.16349157691001892,5.457147598266602
Monocytes,5,chr3_45175302_45175802,111143,3.797346591949463,-1.665089726448059,5.462436199188232
Monocytes,6,chr1_110363807_110364307,26618,4.751087665557861,-0.7500441074371338,5.501132011413574
Monocytes,7,chr12_110265850_110266350,387601,4.708277225494385,-0.8124986886978149,5.52077579498291
Monocytes,8,chr6_119441081_119441581,218958,4.15931510925293,-1.3732526302337646,5.532567977905273
Monocytes,9,chr10_45874806_45875306,318067,4.7853851318359375,-0.7481286525726318,5.533514022827148
Monocytes,10,chr5_169734544_169735044,192196,4.871303558349609,-0.6756744980812073,5.546977996826172
Monocytes,11,chr8_59309183_59309683,269756,5.531301021575928,-0.032846078276634216,5.564146995544434
Monocytes,12,chr2_47299179_47299679,64420,6.280604839324951,0.7087010145187378,5.571903705596924
Monocytes,13,chr20_2191742_2192242,523127,5.838897705078125,0.25717002153396606,5.581727504730225
Monocytes,14,chr9_136721039_136721539,306921,5.6171875,0.027783183380961418,5.589404106140137
Monocytes,15,chr5_139701351_139701851,186217,4.183907985687256,-1.4055001735687256,5.589407920837402
Monocytes,16,chr10_99113659_99114159,328439,5.326401710510254,-0.28129246830940247,5.607694149017334
Monocytes,17,chr10_126369099_126369599,334616,5.712123394012451,0.09701438248157501,5.615108966827393
Monocytes,18,chr11_48029235_48029735,346743,5.889279365539551,0.26204702258110046,5.627232551574707
Monocytes,19,chr19_55412419_55412919,521293,4.017359256744385,-1.6131846904754639,5.6305437088012695
Monocytes,20,chr8_82073298_82073798,273374,4.972453594207764,-0.6584201455116272,5.630873680114746
Monocytes,21,chr4_8169660_8170160,141988,4.385855197906494,-1.245598554611206,5.631453514099121
Monocytes,22,chr1_209830412_209830912,45427,6.249665260314941,0.6030049920082092,5.646660327911377
Monocytes,23,chr6_162605372_162605872,228288,4.824901103973389,-0.8287168145179749,5.653617858886719
Monocytes,24,chr17_66599133_66599633,483758,4.256974697113037,-1.401021957397461,5.657996654510498
Monocytes,25,chr7_75505602_75506102,244390,5.247316360473633,-0.4205150306224823,5.6678314208984375
Monocytes,26,chr22_45820017_45820517,555260,6.398210525512695,0.7282777428627014,5.669932842254639
Monocytes,27,chr19_17670938_17671438,510758,5.967499256134033,0.29672664403915405,5.670772552490234
Monocytes,28,chr12_121582155_121582655,390620,4.958698749542236,-0.7132219076156616,5.6719207763671875
Monocytes,29,chr6_138279967_138280467,222487,5.920558929443359,0.23853975534439087,5.682019233703613
Monocytes,30,chr4_14858039_14858539,143125,5.134304523468018,-0.5631768703460693,5.697481155395508
Monocytes,31,chr19_49470748_49471248,519159,6.02544641494751,0.3126438856124878,5.712802410125732
Monocytes,32,chr20_48900412_48900912,533891,6.227780818939209,0.5127511620521545,5.715029716491699
Monocytes,33,chr6_15219673_15220173,199969,6.565775394439697,0.8447074890136719,5.721067905426025
Monocytes,34,chr10_73397720_73398220,322459,4.81538200378418,-0.9084940552711487,5.723875999450684
Monocytes,35,chr10_29919466_29919966,315699,4.382912635803223,-1.3438291549682617,5.726741790771484
Monocytes,36,chr17_73734135_73734635,485464,5.10072135925293,-0.6264231204986572,5.727144241333008
Monocytes,37,chr6_162520674_162521174,228268,4.478384494781494,-1.25178861618042,5.730173110961914
Monocytes,38,chr4_147026504_147027004,159983,4.710726737976074,-1.0196954011917114,5.730422019958496
Monocytes,39,chr22_39363700_39364200,552343,7.685636043548584,1.9534410238265991,5.732194900512695
Monocytes,40,chr1_161053190_161053690,34794,5.642017841339111,-0.09424695372581482,5.736264705657959
Monocytes,41,chr3_195782523_195783023,138237,5.1267499923706055,-0.6142330169677734,5.740983009338379
Monocytes,42,chr7_98845915_98846415,247760,5.42416524887085,-0.3187354803085327,5.742900848388672
Monocytes,43,chr9_137264405_137264905,307188,4.821559429168701,-0.924528956413269,5.74608850479126
Monocytes,44,chr1_155180057_155180557,32430,5.368499755859375,-0.3802841305732727,5.748784065246582
Monocytes,45,chr17_76537866_76538366,486988,5.267024517059326,-0.4832451641559601,5.750269889831543
Monocytes,46,chr8_41447972_41448472,267629,4.892580032348633,-0.8614232540130615,5.754003524780273
Monocytes,47,chr9_110751724_110752224,299315,5.062652587890625,-0.6918083429336548,5.75446081161499
Monocytes,48,chr19_47891901_47892401,518495,6.322193145751953,0.5671677589416504,5.755025386810303
Monocytes,49,chr3_52122405_52122905,113962,5.397640705108643,-0.360757976770401,5.758398532867432
Monocytes,50,chr17_76409098_76409598,486919,7.919752597808838,2.161240339279175,5.758512496948242
NK_Cells,1,chr16_69489027_69489527,458273,5.905690670013428,1.1351110935211182,4.7705793380737305
NK_Cells,2,chr6_170753175_170753675,229799,3.2674169540405273,-1.5297057628631592,4.797122955322266
NK_Cells,3,chr1_15392225_15392725,4969,4.040070056915283,-0.777273952960968,4.8173441886901855
NK_Cells,4,chr20_20196740_20197240,526534,4.374692916870117,-0.48582687973976135,4.860519886016846
NK_Cells,5,chr14_52063143_52063643,412982,2.7448923587799072,-2.1455307006835938,4.890422821044922
NK_Cells,6,chr2_12204293_12204793,56636,4.284759998321533,-0.6754298806190491,4.9601898193359375
NK_Cells,7,chr10_34637806_34638306,316890,2.8693056106567383,-2.101888656616211,4.971194267272949
NK_Cells,8,chr3_17116804_17117304,105191,3.802999258041382,-1.1903866529464722,4.9933857917785645
NK_Cells,9,chr1_212654024_212654524,46082,6.039383411407471,1.0397813320159912,4.999602317810059
NK_Cells,10,chr8_60568148_60568648,270103,4.1503520011901855,-0.8817986845970154,5.032150745391846
NK_Cells,11,chrX_85269473_85269973,565867,4.679266452789307,-0.3599405586719513,5.0392069816589355
NK_Cells,12,chr2_169235418_169235918,85223,4.136936664581299,-0.9288460612297058,5.06578254699707
NK_Cells,13,chr3_142999852_143000352,128440,3.068333625793457,-1.9991569519042969,5.067490577697754
NK_Cells,14,chr6_157464476_157464976,226688,3.7672054767608643,-1.32131028175354,5.088515758514404
NK_Cells,15,chr8_125662415_125662915,279885,4.272364139556885,-0.8294804692268372,5.101844787597656
NK_Cells,16,chr3_11342384_11342884,102933,4.276707172393799,-0.8316041827201843,5.108311176300049
NK_Cells,17,chr20_20161903_20162403,526516,4.111047744750977,-1.0048236846923828,5.115871429443359
NK_Cells,18,chr7_36903573_36904073,238445,4.549924373626709,-0.5875673294067383,5.137491703033447
NK_Cells,19,chr18_43977841_43978341,496311,5.887075901031494,0.7473013401031494,5.139774322509766
NK_Cells,20,chr11_23202533_23203033,342785,4.35739803314209,-0.7833402156829834,5.140738487243652
NK_Cells,21,chr13_81052150_81052650,404129,4.202025413513184,-0.9449770450592041,5.147002220153809
NK_Cells,22,chr5_110920280_110920780,180370,3.754812002182007,-1.412041187286377,5.166852951049805
NK_Cells,23,chr20_31157008_31157508,528378,5.349203109741211,0.17800624668598175,5.171196937561035
NK_Cells,24,chr17_65244401_65244901,483205,4.449456214904785,-0.7314759492874146,5.18093204498291
NK_Cells,25,chr2_61181182_61181682,66568,4.496520519256592,-0.6885006427764893,5.18502140045166
NK_Cells,26,chr6_4607986_4608486,196995,5.6765923500061035,0.4737127423286438,5.202879428863525
NK_Cells,27,chr13_21243338_21243838,394570,6.075306415557861,0.8671508431434631,5.208155632019043
NK_Cells,28,chr11_19992351_19992851,342500,5.686062335968018,0.4766559898853302,5.20940637588501
NK_Cells,29,chr7_3146952_3147452,231643,4.411295413970947,-0.7990993857383728,5.210394859313965
NK_Cells,30,chr2_234986222_234986722,98545,4.212040901184082,-1.0022779703140259,5.214318752288818
NK_Cells,31,chr16_87795758_87796258,462750,5.102668285369873,-0.11308517307043076,5.215753555297852
NK_Cells,32,chr18_32712413_32712913,494869,3.986131191253662,-1.2308399677276611,5.216971397399902
NK_Cells,33,chr22_46677052_46677552,555597,7.47806978225708,2.255251407623291,5.222818374633789
NK_Cells,34,chr20_24941298_24941798,527439,6.486442565917969,1.262014389038086,5.224428176879883
NK_Cells,35,chr5_139305431_139305931,186063,4.540862560272217,-0.684345006942749,5.225207328796387
NK_Cells,36,chr2_192071153_192071653,89375,5.946506023406982,0.7189627885818481,5.227543354034424
NK_Cells,37,chr5_5486199_5486699,166252,3.780707597732544,-1.4476906061172485,5.228398323059082
NK_Cells,38,chr19_55043664_55044164,521172,6.541298866271973,1.3101552724838257,5.231143474578857
NK_Cells,39,chr3_114528566_114529066,122328,5.464569091796875,0.23336419463157654,5.231204986572266
NK_Cells,40,chr9_129399416_129399916,303589,6.315536975860596,1.082384705543518,5.233152389526367
NK_Cells,41,chr14_25103300_25103800,410354,6.840505123138428,1.606208086013794,5.234296798706055
NK_Cells,42,chr20_25302054_25302554,527623,5.523092269897461,0.28811198472976685,5.23498010635376
NK_Cells,43,chr7_33746985_33747485,237699,4.333979606628418,-0.9022276997566223,5.236207485198975
NK_Cells,44,chr1_67692303_67692803,20165,3.2658584117889404,-1.9710074663162231,5.236865997314453
NK_Cells,45,chr3_194436080_194436580,137662,4.010164737701416,-1.2292190790176392,5.239383697509766
NK_Cells,46,chr8_52851831_52852331,268786,3.7595574855804443,-1.4872312545776367,5.24678897857666
NK_Cells,47,chr12_70443700_70444200,381112,9.263689994812012,4.0167012214660645,5.246988773345947
NK_Cells,48,chr1_28317382_28317882,10188,3.8068418502807617,-1.4416301250457764,5.248472213745117
NK_Cells,49,chr2_85921195_85921695,71341,5.199965000152588,-0.05666900798678398,5.25663423538208
NK_Cells,50,chr1_25392256_25392756,8673,6.037544250488281,0.7790459990501404,5.258498191833496
Naive_CD4_T_Cells,1,chr17_65394819_65395319,483270,2.8069305419921875,-1.7937204837799072,4.600650787353516
Naive_CD4_T_Cells,2,chr3_190024347_190024847,136874,3.5028209686279297,-1.2600173950195312,4.762838363647461
Naive_CD4_T_Cells,3,chr20_61524211_61524711,536749,2.856388807296753,-1.9267151355743408,4.783103942871094
Naive_CD4_T_Cells,4,chr1_214025389_214025889,46374,3.3889260292053223,-1.3948062658309937,4.7837324142456055
Naive_CD4_T_Cells,5,chr2_101270073_101270573,74066,3.537356376647949,-1.2752559185028076,4.812612533569336
Naive_CD4_T_Cells,6,chr13_114288551_114289051,408150,3.7099130153656006,-1.111027479171753,4.8209404945373535
Naive_CD4_T_Cells,7,chr3_124721173_124721673,124020,3.1772923469543457,-1.6605716943740845,4.837863922119141
Naive_CD4_T_Cells,8,chr1_213843582_213844082,46359,3.1622400283813477,-1.679598331451416,4.841838359832764
Naive_CD4_T_Cells,9,chr2_70883783_70884283,69229,3.4690539836883545,-1.3769363164901733,4.845990180969238
Naive_CD4_T_Cells,10,chr2_30662699_30663199,60574,3.877861738204956,-0.9683392643928528,4.846200942993164
Naive_CD4_T_Cells,11,chr2_7053814_7054314,54662,3.9877593517303467,-0.8760923743247986,4.863851547241211
Naive_CD4_T_Cells,12,chr11_123551691_123552191,363175,3.1271073818206787,-1.7394871711730957,4.866594314575195
Naive_CD4_T_Cells,13,chr11_88576890_88577390,356684,4.752808570861816,-0.13434511423110962,4.887153625488281
Naive_CD4_T_Cells,14,chr11_119177261_119177761,361830,3.972522258758545,-0.9422586560249329,4.914781093597412
Naive_CD4_T_Cells,15,chr7_157619655_157620155,259677,4.2439961433410645,-0.6716174483299255,4.915613651275635
Naive_CD4_T_Cells,16,chr19_43974326_43974826,516793,3.6686291694641113,-1.2528245449066162,4.921453475952148
Naive_CD4_T_Cells,17,chr11_88422686_88423186,356673,3.519235134124756,-1.4088633060455322,4.928098678588867
Naive_CD4_T_Cells,18,chr16_1905318_1905818,446076,4.345537185668945,-0.6081273555755615,4.953664779663086
Naive_CD4_T_Cells,19,chr17_66410996_66411496,483680,4.518965721130371,-0.44807523488998413,4.967041015625
Naive_CD4_T_Cells,20,chr14_69434700_69435200,417105,4.4088358879089355,-0.561272144317627,4.9701080322265625
Naive_CD4_T_Cells,21,chr1_213935325_213935825,46364,3.3776159286499023,-1.5947184562683105,4.972334384918213
Naive_CD4_T_Cells,22,chr6_90976529_90977029,214805,4.092937469482422,-0.8825388550758362,4.975476264953613
Naive_CD4_T_Cells,23,chr7_155531805_155532305,259106,3.577491044998169,-1.4017106294631958,4.979201793670654
Naive_CD4_T_Cells,24,chr10_5499622_5500122,310273,3.2000417709350586,-1.7847260236740112,4.984767913818359
Naive_CD4_T_Cells,25,chr15_91082915_91083415,442635,4.4625935554504395,-0.5243860483169556,4.9869794845581055
Naive_CD4_T_Cells,26,chr11_47140427_47140927,346288,3.665667772293091,-1.32642662525177,4.99209451675415
Naive_CD4_T_Cells,27,chr22_40405797_40406297,552977,4.509572982788086,-0.4885183572769165,4.998091220855713
Naive_CD4_T_Cells,28,chr13_76340657_76341157,403366,3.3306167125701904,-1.6726469993591309,5.003263473510742
Naive_CD4_T_Cells,29,chr13_74559109_74559609,403046,4.579374313354492,-0.4254767596721649,5.0048508644104
Naive_CD4_T_Cells,30,chr2_2650366_2650866,54150,4.379223346710205,-0.6284428238868713,5.007666110992432
Naive_CD4_T_Cells,31,chr19_19928195_19928695,512217,5.717731475830078,0.7084315419197083,5.0092997550964355
Naive_CD4_T_Cells,32,chr10_51501445_51501945,319079,4.115194797515869,-0.89487224817276,5.010066986083984
Naive_CD4_T_Cells,33,chr1_83296320_83296820,21747,3.657682418823242,-1.3656374216079712,5.023319721221924
Naive_CD4_T_Cells,34,chr18_77276538_77277038,501450,3.7934648990631104,-1.2385998964309692,5.032064914703369
Naive_CD4_T_Cells,35,chr10_112510623_112511123,331622,6.173455715179443,1.1362066268920898,5.0372490882873535
Naive_CD4_T_Cells,36,chr19_41476162_41476662,515928,5.328071594238281,0.2908157408237457,5.037255764007568
Naive_CD4_T_Cells,37,chr7_99780192_99780692,248105,3.72233510017395,-1.315781593322754,5.038116455078125
Naive_CD4_T_Cells,38,chr8_81411625_81412125,273066,4.065772533416748,-0.9742110967636108,5.039983749389648
Naive_CD4_T_Cells,39,chr8_1708197_1708697,260372,8.076861381530762,3.0336647033691406,5.043196678161621
Naive_CD4_T_Cells,40,chr17_2166444_2166944,465404,4.4276556968688965,-0.6340417265892029,5.061697483062744
Naive_CD4_T_Cells,41,chr19_56635906_56636406,521840,3.079883337020874,-1.982887864112854,5.062771320343018
Naive_CD4_T_Cells,42,chr6_90977163_90977663,214806,5.019387245178223,-0.04532508924603462,5.0647125244140625
Naive_CD4_T_Cells,43,chr6_152631454_152631954,225655,4.159235954284668,-0.9194772839546204,5.078713417053223
Naive_CD4_T_Cells,44,chr7_134549859_134550359,254613,5.3209228515625,0.24195607006549835,5.0789666175842285
Naive_CD4_T_Cells,45,chr17_21322427_21322927,470830,3.8314266204833984,-1.2549769878387451,5.086403846740723
Naive_CD4_T_Cells,46,chr5_79448639_79449139,176378,3.2588798999786377,-1.8284492492675781,5.087328910827637
Naive_CD4_T_Cells,47,chr17_65721579_65722079,483396,3.3686375617980957,-1.7191815376281738,5.0878190994262695
Naive_CD4_T_Cells,48,chr11_62408133_62408633,348872,5.681488037109375,0.5889482498168945,5.0925397872924805
Naive_CD4_T_Cells,49,chr22_19584833_19585333,545432,5.913439750671387,0.8193131685256958,5.0941267013549805
Naive_CD4_T_Cells,50,chr19_30151787_30152287,512807,3.498422384262085,-1.5972763299942017,5.095698833465576
Naive_CD8_T_Cells,1,chr2_87053102_87053602,71811,7.060460567474365,2.3990705013275146,4.66139030456543
Naive_CD8_T_Cells,2,chr2_87012592_87013092,71773,5.673424243927002,0.9366084337234497,4.736815929412842
Naive_CD8_T_Cells,3,chr2_87020799_87021299,71784,6.192328453063965,1.420703649520874,4.771624565124512
Naive_CD8_T_Cells,4,chr2_87013156_87013656,71774,7.03273868560791,2.244100570678711,4.788638114929199
Naive_CD8_T_Cells,5,chr12_10547128_10547628,369131,6.43239688873291,1.6380623579025269,4.794334411621094
Naive_CD8_T_Cells,6,chr12_10706667_10707167,369169,6.749300479888916,1.9328656196594238,4.816434860229492
Naive_CD8_T_Cells,7,chr2_7657142_7657642,54810,5.279724597930908,0.4606403708457947,4.819084167480469
Naive_CD8_T_Cells,8,chr2_231440326_231440826,97126,7.618389129638672,2.7547311782836914,4.8636579513549805
Naive_CD8_T_Cells,9,chr9_16179499_16179999,287517,2.916698932647705,-1.9476319551467896,4.864330768585205
Naive_CD8_T_Cells,10,chr12_10446101_10446601,369057,6.136997699737549,1.246662974357605,4.890334606170654
Naive_CD8_T_Cells,11,chr4_4350318_4350818,140923,7.129493236541748,2.231884717941284,4.897608757019043
Naive_CD8_T_Cells,12,chr12_10707181_10707681,369170,6.888274669647217,1.9877054691314697,4.900568962097168
Naive_CD8_T_Cells,13,chr7_134679996_134680496,254646,3.5183775424957275,-1.3859308958053589,4.904308319091797
Naive_CD8_T_Cells,14,chr17_79629967_79630467,488786,5.007187366485596,0.08526483923196793,4.92192268371582
Naive_CD8_T_Cells,15,chr6_80412427_80412927,213280,3.3996596336364746,-1.532516598701477,4.932176113128662
Naive_CD8_T_Cells,16,chr21_47845508_47846008,544564,7.595229625701904,2.6581270694732666,4.937102317810059
Naive_CD8_T_Cells,17,chr7_98586747_98587247,247678,3.9428083896636963,-1.0088104009628296,4.951618671417236
Naive_CD8_T_Cells,18,chr2_131768135_131768635,79796,4.6808600425720215,-0.36021187901496887,5.041071891784668
Naive_CD8_T_Cells,19,chr8_124546598_124547098,279498,6.958189010620117,1.9166384935379028,5.041550636291504
Naive_CD8_T_Cells,20,chr2_7707824_7708324,54820,4.304818630218506,-0.7991538047790527,5.103972434997559
Naive_CD8_T_Cells,21,chr3_183067891_183068391,134816,5.817131996154785,0.7041233777999878,5.113008499145508
Naive_CD8_T_Cells,22,chr1_168482492_168482992,36428,5.921468257904053,0.8000219464302063,5.121446132659912
Naive_CD8_T_Cells,23,chr16_27474906_27475406,451894,6.660095691680908,1.5385791063308716,5.121516704559326
Naive_CD8_T_Cells,24,chr5_54392674_54393174,171686,6.494500160217285,1.372792363166809,5.121707916259766
Naive_CD8_T_Cells,25,chr7_151724811_151725311,258531,6.028325080871582,0.9060601592063904,5.122264862060547
Naive_CD8_T_Cells,26,chr12_6442656_6443156,367492,5.953200817108154,0.8205870389938354,5.132613658905029
Naive_CD8_T_Cells,27,chr6_130505030_130505530,220484,6.807285308837891,1.6744226217269897,5.132862567901611
Naive_CD8_T_Cells,28,chr21_45967417_45967917,543759,5.777503490447998,0.6418431997299194,5.135660171508789
Naive_CD8_T_Cells,29,chr8_28918851_28919351,265604,7.787480354309082,2.6474297046661377,5.140050888061523
Naive_CD8_T_Cells,30,chr1_200499951_200500451,42085,5.306761741638184,0.16129150986671448,5.145470142364502
Naive_CD8_T_Cells,31,chr20_52004766_52005266,534693,3.91786527633667,-1.2293251752853394,5.147190570831299
Naive_CD8_T_Cells,32,chr15_29266298_29266798,428335,6.998382568359375,1.848599910736084,5.149782657623291
Naive_CD8_T_Cells,33,chr14_98175884_98176384,423585,5.9210100173950195,0.7710351943969727,5.149974822998047
Naive_CD8_T_Cells,34,chr20_23909360_23909860,527224,6.656248569488525,1.5016391277313232,5.154609680175781
Naive_CD8_T_Cells,35,chr5_180116308_180116808,195429,4.964425563812256,-0.19058799743652344,5.155013561248779
Naive_CD8_T_Cells,36,chr1_8986685_8987185,3164,3.6280155181884766,-1.533865213394165,5.1618804931640625
Naive_CD8_T_Cells,37,chr5_74330141_74330641,175114,4.929324150085449,-0.23758527636528015,5.166909217834473
Naive_CD8_T_Cells,38,chrX_77328368_77328868,565366,6.1547017097473145,0.985188901424408,5.169512748718262
Naive_CD8_T_Cells,39,chr5_80253743_80254243,176591,5.196624279022217,0.021575812250375748,5.175048351287842
Naive_CD8_T_Cells,40,chrX_123472911_123473411,568242,7.5773820877075195,2.3961782455444336,5.181203842163086
Naive_CD8_T_Cells,41,chr1_8987217_8987717,3165,3.276594400405884,-1.9053813219070435,5.181975841522217
Naive_CD8_T_Cells,42,chr11_88576890_88577390,356684,5.0489935874938965,-0.13434511423110962,5.183338642120361
Naive_CD8_T_Cells,43,chr1_172639853_172640353,37224,7.428146839141846,2.2252163887023926,5.202930450439453
Naive_CD8_T_Cells,44,chr14_67931007_67931507,416455,4.962946891784668,-0.24152854084968567,5.204475402832031
Naive_CD8_T_Cells,45,chr4_105859727_105860227,155091,4.363443374633789,-0.8432419896125793,5.206685543060303
Naive_CD8_T_Cells,46,chr9_130827079_130827579,304287,4.585556983947754,-0.6227361559867859,5.2082929611206055
Naive_CD8_T_Cells,47,chr6_106591607_106592107,215977,5.314128875732422,0.10513368248939514,5.208995342254639
Naive_CD8_T_Cells,48,chr12_10650140_10650640,369160,7.662075042724609,2.452197790145874,5.209877014160156
Naive_CD8_T_Cells,49,chr13_100470224_100470724,406084,6.931427001953125,1.7205296754837036,5.210897445678711
Naive_CD8_T_Cells,50,chr4_109263700_109264200,155741,6.420754432678223,1.209210753440857,5.211543560028076
Regulatory_T_Cells,1,chr16_88655119_88655619,463176,2.2305147647857666,-2.204694986343384,4.43520975112915
Regulatory_T_Cells,2,chr10_33425037_33425537,316719,3.1832706928253174,-1.379339575767517,4.562610149383545
Regulatory_T_Cells,3,chr16_88655867_88656367,463177,3.1630191802978516,-1.438215732574463,4.6012349128723145
Regulatory_T_Cells,4,chr2_230686913_230687413,96901,3.679433822631836,-0.9311992526054382,4.61063289642334
Regulatory_T_Cells,5,chr7_73552771_73553271,243915,4.228351593017578,-0.5050593018531799,4.733410835266113
Regulatory_T_Cells,6,chr8_1428066_1428566,260313,2.5430924892425537,-2.2120797634124756,4.755172252655029
Regulatory_T_Cells,7,chr15_38980950_38981450,429663,5.665816307067871,0.8790217041969299,4.786794662475586
Regulatory_T_Cells,8,chr2_32414738_32415238,60923,3.192233085632324,-1.6137423515319824,4.805975437164307
Regulatory_T_Cells,9,chr10_33425714_33426214,316720,4.883410930633545,0.048050541430711746,4.835360527038574
Regulatory_T_Cells,10,chr2_27614006_27614506,59585,4.846460819244385,-0.0003462624445091933,4.84680700302124
Regulatory_T_Cells,11,chr12_50339817_50340317,375683,5.058783054351807,0.17489968240261078,4.883883476257324
Regulatory_T_Cells,12,chr10_52268001_52268501,319283,5.59130859375,0.6944006681442261,4.896907806396484
Regulatory_T_Cells,13,chr4_6136275_6136775,141257,5.219171047210693,0.30802497267723083,4.91114616394043
Regulatory_T_Cells,14,chr11_117150648_117151148,360942,3.7329788208007812,-1.1800274848937988,4.91300630569458
Regulatory_T_Cells,15,chr8_1422614_1423114,260308,3.202568292617798,-1.7107619047164917,4.913330078125
Regulatory_T_Cells,16,chr3_169994945_169995445,132680,4.836169719696045,-0.10199782997369766,4.938167572021484
Regulatory_T_Cells,17,chr1_213152786_213153286,46294,4.2820634841918945,-0.6638787388801575,4.945942401885986
Regulatory_T_Cells,18,chr4_6182618_6183118,141269,5.927199363708496,0.9688299298286438,4.958369255065918
Regulatory_T_Cells,19,chr2_213886906_213887406,93652,4.7066969871521,-0.25235992670059204,4.959056854248047
Regulatory_T_Cells,20,chr10_33424485_33424985,316718,3.6854922771453857,-1.281796932220459,4.967288970947266
Regulatory_T_Cells,21,chr20_21538245_21538745,526820,3.389317035675049,-1.582128643989563,4.971445560455322
Regulatory_T_Cells,22,chr12_2977050_2977550,366549,5.000885009765625,0.023990599438548088,4.976894378662109
Regulatory_T_Cells,23,chr15_41442872_41443372,430496,3.9714760780334473,-1.0073920488357544,4.978868007659912
Regulatory_T_Cells,24,chr3_33047496_33047996,108139,5.085537910461426,0.10648273676633835,4.979055404663086
